BurstID,Date,MJD(topo@1.5GHz),MJD(bary@inf freq.),DM(pc/cc),DM_err(pc/cc),Weff(ms),Weff_err(ms),Flux(mJy),Flux_err(mJy),Bandwidth(MHz),Bandwidth_err(MHz),Lower_Freq.(MHz),Lower_Freq_err(MHz),Center_Freq.(MHz),Center_Freq_err(MHz),Upper_Freq.(MHz),Upper_freq_err(MHz),Tsamp(s),Nchan,Fluence(mJy ms),Fluence_err(mJy ms),Energy(erg),Energy_err(erg),note,bestfit
B00104,20240225,60365.149262751,60365.144949436,528.9,0.2,3.86,0.48,61.15,1.05,188.7,11.5,1027,7.9,1121.4,5.8,1215.7,8.4,0.000049152,4096,235.99,29.54,1.89348E+37,2.63586E+36,,CDF
B00105,20240225,60365.150599663,60365.146286369,527.8,0.2,2.43,0.32,32.5,0.76,211.3,21.7,1014.3,11.8,1119.9,4.7,1225.5,11.8,0.000049152,4096,79.07,10.48,7.10459E+36,1.19137E+36,,Gaussian
B00106,20240225,60365.150611641,60365.146298347,528.8,0.1,4.96,0.07,307.88,13.55,311.6,14.2,1057.4,7.4,1213.2,2.3,1369,7.4,0.000049152,4096,1526.26,70.73,2.02223E+38,1.31431E+37,,Gaussian
B00107,20240305,60374.188952122,60374.184842322,531.7,1,1.75,0.1,482.83,21.57,489,6.1,1010.5,6,1255,3,1499.5,0.8,0.000098304,8192,844.5,60.74,1.75595E+38,1.28189E+37,,CDF
B00108,20240305,60374.189146827,60374.185037032,528.4,0.1,1.35,0.12,92.06,5.44,210.9,42.2,1000.5,29.8,1105.9,29.8,1211.4,29.8,0.000098304,8192,124.31,13.39,1.11475E+37,2.53332E+36,,Manual
B00109,20240305,60374.189147068,60374.185037273,528.4,0.1,1.52,0.15,55.3,3.27,264.9,7.4,1101,4.2,1233.5,1.9,1365.9,4.2,0.000098304,8192,84.06,9.57,9.46794E+36,1.10948E+36,,Gaussian
B00110,20240305,60374.189161483,60374.185051689,529,0.3,1.08,0.1,442.2,8.35,226.6,5.5,1001.5,0.9,1114.8,2.7,1228.1,5.4,0.000098304,8192,479.61,44.59,4.62116E+37,4.44063E+36,,CDF
B00111,20240305,60374.189306408,60374.185196618,528.6,3.6,0.75,0.1,668.59,16.03,202.4,4.9,1297.1,4.9,1398.3,2.5,1499.5,0.8,0.000098304,8192,499.21,66.85,4.29636E+37,5.84686E+36,,CDF
B00112,20240305,60374.189338252,60374.185228463,527.8,5.6,2,0.19,40.86,1.85,281.9,7,1231.2,3.8,1372.1,1.6,1513.1,3.8,0.000098304,8192,81.75,8.66,9.79895E+36,1.06577E+36,,Gaussian
B00113,20240305,60374.189441599,60374.185331813,525.7,3.3,1.71,0.12,99.6,1.92,157.6,10.7,1017,3.8,1095.8,5.3,1174.6,10,0.000098304,8192,170.33,12.4,1.14144E+37,1.13611E+36,,CDF
B00114,20240305,60374.189457005,60374.185347220,527.8,3.3,1.32,0.11,119,2.25,204.3,18.4,1001.6,0.9,1103.7,9.2,1205.8,18.4,0.000098304,8192,157.51,12.97,1.36826E+37,1.66968E+36,,CDF
B00115,20240305,60374.189526136,60374.185416353,528,0.1,2.44,0.28,31.3,1.77,335.9,67.2,1046.4,47.5,1214.3,47.5,1382.3,47.5,0.000098304,8192,76.32,9.9,1.09003E+37,2.59885E+36,,Manual
B00116,20240305,60374.189526386,60374.185416603,529.3,4.1,2.14,0.11,129.08,2.65,182.8,8.7,1009.6,5.1,1101,4.3,1192.4,7,0.000098304,8192,276.46,15.76,2.14888E+37,1.59598E+36,,CDF
B00117,20240305,60374.189534036,60374.185424253,527.7,NaN ,1.87,0.12,114.67,6.5,322.3,12.3,1281.3,6.9,1442.4,3.2,1603.5,6.9,0.000098304,8192,214.94,18.04,2.94569E+37,2.7161E+36,,Gaussian
B00118,20240305,60374.189556424,60374.185446641,529.1,0.4,1.44,0.1,545.21,14.92,320.1,9.7,1002.4,0.9,1162.5,4.9,1322.5,9.7,0.000098304,8192,783.54,57.88,1.06647E+38,8.51463E+36,,CDF
B00119,20240305,60374.189602062,60374.185492281,526.3,4.7,0.57,0.1,49.8,1.84,204.2,34.7,1249.2,33.7,1351.3,17.3,1453.4,8.5,0.000098304,8192,28.4,5.29,2.46567E+36,6.21768E+35,,CDF
B00120,20240305,60374.189616694,60374.185506913,529.8,0.1,2.5,0.44,20.98,1.2,220.1,13.7,1039.4,5.9,1149.5,6.7,1259.5,12.4,0.000098304,8192,52.54,9.74,4.91728E+36,9.61975E+35,,CDF
B00121,20240305,60374.189616908,60374.185507127,529.7,3.5,1.26,0.1,124.28,4.07,390.8,41.2,1010.8,3.7,1206.2,20.6,1401.6,41,0.000098304,8192,156.43,13.8,2.59945E+37,3.57287E+36,,CDF
B00122,20240305,60374.189708845,60374.185599067,528.3,0.5,1.06,0.1,105.92,2.9,314.1,23.2,1021.3,14.8,1178.3,11.6,1335.4,17.9,0.000098304,8192,112.79,11.27,1.50644E+37,1.87147E+36,,CDF
B00123,20240305,60374.189823965,60374.185714190,528.3,0.3,2.66,0.49,47.71,2.72,63.7,1.6,996.2,0.9,1028.1,0.4,1059.9,0.9,0.000098304,8192,126.81,24.6,3.43485E+36,6.71831E+35,,Gaussian
B00124,20240305,60374.189824739,60374.185714964,528.3,0.3,0.98,0.1,215.3,4.55,194.4,11,1002.5,0.9,1099.7,5.5,1196.9,11,0.000098304,8192,212.02,22.29,1.75255E+37,2.09222E+36,,CDF
B00125,20240305,60374.189824857,60374.185715082,528.3,0.3,2.81,0.47,38.64,2.19,131.2,7.5,987,4.1,1052.7,1.8,1118.3,4.1,0.000098304,8192,108.41,19.27,6.04768E+36,1.12931E+36,,Gaussian
B00126,20240305,60374.189825485,60374.185715710,527.8,4,2.31,0.15,88.55,1.76,153.9,6.9,1001.5,0.9,1078.4,3.4,1155.4,6.8,0.000098304,8192,204.68,13.77,1.3394E+37,1.0831E+36,,CDF
B00127,20240305,60374.190066153,60374.185956385,528,0.1,0.58,0.1,94.25,2.03,146.7,11.6,1005.8,3.4,1079.1,5.8,1152.4,11.1,0.000098304,8192,54.89,9.79,3.42389E+36,6.68081E+35,,CDF
B00128,20240305,60374.190174774,60374.186065010,530.2,2.6,2.47,0.1,1956.61,92.88,437.8,17,1061.4,17,1280.4,8.5,1499.3,1,0.000098304,8192,4826.74,299.22,8.98532E+38,6.57268E+37,,CDF
B00129,20240305,60374.190231440,60374.186121677,528.7,0.1,1.15,0.11,78.03,2.19,317,27.8,1004.9,2.6,1163.4,13.9,1321.9,27.7,0.000098304,8192,90.02,8.63,1.21338E+37,1.57689E+36,,CDF
B00130,20240305,60374.190429318,60374.186319561,529.6,0.3,1.3,0.1,389.68,11.08,319,4.7,1002.5,0.9,1162,2.3,1321.5,4.6,0.000098304,8192,505.66,41.1,6.85891E+37,5.66546E+36,,CDF
B00131,20240305,60374.190530011,60374.186420257,528.9,3.2,1.43,0.1,156.22,7.04,486.8,3.6,1012.5,3.5,1255.9,1.8,1499.3,1.1,0.000098304,8192,222.74,18.66,4.61047E+37,3.87723E+36,,CDF
B00132,20240305,60374.190531203,60374.186421449,527.7,3.2,1.11,0.1,235.15,4.92,204.9,9.4,1001.5,0.9,1104,4.7,1206.5,9.4,0.000098304,8192,260.41,24.17,2.26883E+37,2.34924E+36,,CDF
B00133,20240305,60374.190582812,60374.186473060,528.6,4.7,2.37,0.32,25.95,1.55,322.8,6.2,1025.8,3.5,1187.2,1.6,1348.6,3.5,0.000098304,8192,61.53,9.11,8.44493E+36,1.26119E+36,,Gaussian
B00134,20240305,60374.190680107,60374.186570357,528.6,4.5,1.26,0.11,118.78,2.13,88.7,6.8,1409.8,6.5,1454.1,3.4,1498.4,1.9,0.000098304,8192,149.89,12.85,5.65334E+36,6.50114E+35,,CDF
B00135,20240305,60374.190690878,60374.186581129,529.2,0.3,2.25,0.18,76.68,4.53,174.6,5.3,967.8,3,1055.1,1.3,1142.4,3,0.000098304,8192,172.17,17.45,1.27821E+37,1.35261E+36,,Gaussian
B00136,20240305,60374.190691416,60374.186581667,528.5,2.2,2.41,0.11,173.04,10.24,288.1,57.6,1000.5,40.7,1144.5,40.7,1288.5,40.7,0.000098304,8192,416.9,31.36,5.10712E+37,1.09094E+37,,Manual
B00137,20240305,60374.190757676,60374.186647929,530.9,0.2,1.97,0.1,792.28,26.85,319.8,2.9,1002.5,0.9,1162.4,1.4,1322.3,2.8,0.000098304,8192,1556.94,94.28,2.11717E+38,1.29636E+37,,CDF
B00138,20240305,60374.190757981,60374.186648234,531,0.1,2,0.1,643.27,22.04,329.7,12.1,1002.4,0.9,1167.3,6.1,1332.1,12.1,0.000098304,8192,1284.69,77.35,1.80103E+38,1.26993E+37,,CDF
B00139,20240305,60374.190767674,60374.186657927,526.8,3.9,1.64,0.16,36.46,1.37,303.3,59.9,1076.9,41.3,1228.6,29.9,1380.3,43.4,0.000098304,8192,59.67,6.31,7.69535E+36,1.72379E+36,,CDF
B00140,20240305,60374.190848366,60374.186738621,526.5,4.8,1.09,0.12,63.75,1.57,146.6,21.5,1160.6,11.4,1233.8,10.8,1307.1,18.3,0.000098304,8192,69.46,7.97,4.33008E+36,8.06312E+35,,CDF
B00141,20240305,60374.191162816,60374.187053080,528.8,2.9,1.42,0.1,114.55,6.7,327.6,19.9,1171.8,19.9,1335.6,9.9,1499.4,0.9,0.000098304,8192,162.29,15.08,2.26064E+37,2.51021E+36,,CDF
B00142,20240305,60374.191261060,60374.187151327,528,5.1,1.76,0.27,35.85,0.77,93.6,14.3,995.1,7.8,1041.8,3.1,1088.6,7.8,0.000098304,8192,63.18,9.82,2.51464E+36,5.48012E+35,,Gaussian
B00143,20240305,60374.191293351,60374.187183619,528.3,0.1,1.39,0.1,335.49,11.52,333.9,4,1000.5,0.9,1167.5,2,1334.5,3.9,0.000098304,8192,465.58,36.85,6.61027E+37,5.29173E+36,,CDF
B00144,20240305,60374.191293642,60374.187183910,528.3,0.1,4.82,0.1,973.52,44.95,496.5,2.8,1002.5,0.9,1250.7,1.4,1498.9,2.7,0.000098304,8192,4694.03,237.14,9.9099E+38,5.03749E+37,,CDF
B00145,20240305,60374.191293988,60374.187184256,528.3,0.1,1.13,0.1,397.02,5.45,84.7,7.9,1002.5,0.9,1044.8,4,1087.2,7.9,0.000098304,8192,447.46,40.14,1.61155E+37,2.08538E+36,,CDF
B00146,20240305,60374.191295531,60374.187185799,529,0.2,1.16,0.1,491.13,10.64,234.1,3.9,1002.5,0.9,1119.6,2,1236.6,3.8,0.000098304,8192,568.45,50,5.65842E+37,5.0657E+36,,CDF
B00147,20240305,60374.191335508,60374.187225778,529.3,0.3,1.39,0.1,142.46,4.87,363.4,12.9,1027.7,12.4,1209.4,6.5,1391.1,3.7,0.000098304,8192,197.57,15.83,3.0529E+37,2.67522E+36,,CDF
B00148,20240305,60374.191477203,60374.187367477,528.6,4.7,1.34,0.11,159.34,9.12,239.1,6.6,1320.7,3.7,1440.2,1.6,1559.7,3.7,0.000098304,8192,213.6,20.76,2.17157E+37,2.19437E+36,,Gaussian
B00149,20240305,60374.191487196,60374.187377470,528.1,2.2,1.18,0.1,251.83,4.97,149.9,5.6,1002.5,0.9,1077.4,2.8,1152.4,5.5,0.000098304,8192,296.74,25.87,1.89136E+37,1.79411E+36,,CDF
B00150,20240305,60374.191503175,60374.187393449,527.9,4.8,1.79,0.22,24.36,0.86,294.1,31.7,1080.2,19,1227.3,15.8,1374.3,25.3,0.000098304,8192,43.48,5.46,5.43763E+36,8.99919E+35,,CDF
B00151,20240305,60374.191747497,60374.187637779,528.6,0.1,1.38,0.1,204.89,3.81,232.5,15.7,1031.6,5.7,1147.9,7.9,1264.1,14.7,0.000098304,8192,283.15,21.29,2.7993E+37,2.82884E+36,,CDF
B00152,20240305,60374.191786941,60374.187677224,528.3,0.1,0.65,0.1,255.9,7.38,334.1,7.3,1001.5,0.9,1168.6,3.6,1335.6,7.2,0.000098304,8192,165.47,25.7,2.35068E+37,3.68632E+36,,CDF
B00153,20240305,60374.191854066,60374.187744351,530.6,0.4,1.63,0.1,141.71,5.44,366.1,10.6,1044.4,3.3,1227.5,5.3,1410.5,10.1,0.000098304,8192,231.48,16.97,3.60343E+37,2.84069E+36,,CDF
B00154,20240305,60374.191921336,60374.187811623,528.1,2.1,0.87,0.1,229.78,4.76,108.1,7,996.4,3.8,1050.4,1.5,1104.5,3.8,0.000098304,8192,198.89,23.25,9.14205E+36,1.22158E+36,,Gaussian
B00155,20240305,60374.191973582,60374.187863870,528.2,5.4,1.05,0.19,22.34,0.54,135.4,23.1,1365.1,12.6,1432.8,5.1,1500.5,12.6,0.000098304,8192,23.46,4.32,1.35062E+36,3.38907E+35,,Gaussian
B00156,20240305,60374.192091634,60374.187981926,528.8,4.6,1.27,0.13,62.86,1.35,160.8,9,1006.6,3.2,1087,4.5,1167.4,8.4,0.000098304,8192,79.61,8.4,5.44331E+36,6.49852E+35,,CDF
B00157,20240305,60374.192121489,60374.188011782,528.7,3.6,2.34,0.1,355.01,7.74,164.2,9.3,1001.5,0.9,1083.6,4.6,1165.7,9.2,0.000098304,8192,829.16,40.54,5.78913E+37,4.33149E+36,,CDF
B00158,20240305,60374.192155668,60374.188045962,528,4.3,1.27,0.11,79.96,2.37,263.4,12.5,1057.8,4.9,1189.5,6.2,1321.2,11.5,0.000098304,8192,101.15,9.12,1.13288E+37,1.15398E+36,,CDF
B00159,20240305,60374.192293289,60374.188183587,528.9,3.7,0.81,0.11,52.16,1.14,184.9,17.6,1305,13.7,1397.5,8.8,1489.9,11,0.000098304,8192,42.3,6.06,3.32565E+36,5.71882E+35,,CDF
B00160,20240305,60374.192512352,60374.188402656,526.2,4.6,0.78,0.1,127.49,2.53,130.2,6.8,1001.9,1.5,1067,3.4,1132.1,6.7,0.000098304,8192,99.77,13.31,5.52329E+36,7.91461E+35,,CDF
B00161,20240305,60374.192522182,60374.188412486,529.5,4,2.22,0.29,48.63,2.26,141.8,5.3,1396.2,3,1467.1,1.3,1538,3,0.000098304,8192,108.16,14.77,6.5217E+36,9.23132E+35,,Gaussian
B00162,20240305,60374.192528795,60374.188419099,528.9,5.5,1.8,0.34,18.53,1.03,289,9.1,1020.9,5.1,1165.4,2.4,1309.8,5.1,0.000098304,8192,33.32,6.58,4.09511E+36,8.18596E+35,,Gaussian
B00163,20240305,60374.192623035,60374.188513342,527.8,3.2,2.14,0.11,193.36,3.84,186.1,7.3,1001.5,0.9,1094.6,3.6,1187.7,7.2,0.000098304,8192,414.08,22.25,3.27666E+37,2.18002E+36,,CDF
B00164,20240305,60374.192706257,60374.188596567,528.2,3.2,0.73,0.1,149.39,4.97,206.6,36.7,1110.9,18,1214.2,18.4,1317.5,32,0.000098304,8192,108.62,15.3,9.54234E+36,2.16313E+36,,CDF
B00165,20240305,60374.192868217,60374.188758531,527.9,3.8,0.68,0.1,130.28,2.34,233.4,9.7,1005.5,3,1122.2,4.9,1238.9,9.2,0.000098304,8192,88.21,13.15,8.75431E+36,1.35497E+36,,CDF
B00166,20240305,60374.193359883,60374.189250212,529.4,4.1,1.08,0.11,71.66,2.32,213.4,8.6,1107.9,5.3,1214.6,4.3,1321.2,6.8,0.000098304,8192,77.35,8.37,7.01879E+36,8.10847E+35,,CDF
B00167,20240305,60374.193400533,60374.189290863,529.2,3.6,1.42,0.11,109.43,2.03,208.5,10.3,1006.3,3,1110.6,5.1,1214.8,9.8,0.000098304,8192,155.77,12.2,1.381E+37,1.27847E+36,,CDF
B00168,20240305,60374.193490851,60374.189381184,527.8,4.6,2.55,0.29,47.53,2.64,212.8,2.9,993.4,1.6,1099.8,0.7,1206.2,1.6,0.000098304,8192,121.4,15.5,1.09852E+37,1.41043E+36,,Gaussian
B00169,20240305,60374.193556741,60374.189447076,527.2,5.3,1.69,0.13,96.31,1.95,130.5,9.8,1007.5,3.8,1072.7,4.9,1138,9.1,0.000098304,8192,162.43,12.86,9.0132E+36,9.8339E+35,,CDF
B00170,20240305,60374.193672790,60374.189563128,528.5,2.8,1.54,0.11,176.71,3.62,179.9,5.9,1002.5,0.9,1092.5,3,1182.4,5.9,0.000098304,8192,272.3,19.83,2.08295E+37,1.66369E+36,,CDF
B00171,20240305,60374.193674050,60374.189564388,531.7,1.8,1.63,0.1,1278.87,62.1,352.6,3.1,1146.8,3,1323.1,1.6,1499.4,0.9,0.000098304,8192,2084.01,161.43,3.12455E+38,2.43583E+37,,CDF
B00172,20240305,60374.193745298,60374.189635638,529.3,4.3,1.16,0.11,73.36,2.72,209,19.9,1274,16,1378.6,9.9,1483.1,11.8,0.000098304,8192,85.19,8.43,7.57109E+36,1.03953E+36,,CDF
B00173,20240305,60374.193806242,60374.189696584,530.9,0.6,1.56,0.1,570.71,25.09,485.6,4.8,1012.9,4.1,1255.7,2.4,1498.5,2.4,0.000098304,8192,890.54,68.48,1.8388E+38,1.42567E+37,,CDF
B00174,20240305,60374.193816427,60374.189706769,528.6,0.3,2.85,0.14,87.86,3.9,489.3,97.9,1010.2,69.2,1254.9,69.2,1499.5,69.2,0.000098304,8192,250.31,16.49,5.20786E+37,1.097E+37,,Manual
B00175,20240305,60374.194018911,60374.189909259,527.2,4.3,0.85,0.1,138.74,6.54,191,5.8,1344.7,3.2,1440.2,1.4,1535.7,3.2,0.000098304,8192,118.28,15.51,9.60618E+36,1.29332E+36,,Gaussian
B00176,20240305,60374.194263715,60374.190154070,526.6,4.3,1.18,0.1,198.07,4.46,112.5,7.2,1001.5,0.9,1057.7,3.6,1114,7.2,0.000098304,8192,233.04,21.07,1.11476E+37,1.23467E+36,,CDF
B00177,20240305,60374.194331995,60374.190222352,528.7,4.8,5.48,0.12,193.38,4.79,204.1,9.2,1292.4,7.1,1394.4,4.6,1496.5,5.9,0.000098304,8192,1060.01,35.26,9.19935E+37,5.15343E+36,,CDF
B00178,20240305,60374.194347956,60374.190238314,529.4,3.2,1.68,0.1,219.74,4.27,204.8,10.5,1003.4,1.9,1105.8,5.2,1208.2,10.3,0.000098304,8192,369.82,23.59,3.22053E+37,2.6354E+36,,CDF
B00179,20240305,60374.194352553,60374.190242911,528.2,0.4,0.52,0.1,244.91,5.6,195.4,3.5,1304,3.4,1401.7,1.7,1499.4,0.8,0.000098304,8192,126.48,24.3,1.05084E+37,2.02742E+36,,CDF
B00180,20240305,60374.194398200,60374.190288559,528.1,2.8,1.27,0.1,179.48,3.25,226.1,12.8,1002.5,0.9,1115.5,6.4,1228.6,12.8,0.000098304,8192,227.33,18.55,2.18558E+37,2.17083E+36,,CDF
B00181,20240305,60374.194523547,60374.190413910,529.3,1.9,2.84,0.12,391.21,18.69,367.5,16.3,1131.7,16.3,1315.5,8.1,1499.3,1.1,0.000098304,8192,1110.66,70.05,1.73557E+38,1.33825E+37,,CDF
B00182,20240305,60374.194524421,60374.190414784,528,4.4,1.21,0.1,95.87,4.08,278,8.3,1188.4,5.7,1327.4,4.1,1466.5,6,0.000098304,8192,115.65,11.04,1.36706E+37,1.36774E+36,,CDF
B00183,20240305,60374.194572695,60374.190463059,528.4,4.6,1.75,0.17,29.18,0.96,278.6,44.7,1051.9,24,1191.2,8.7,1330.5,24,0.000098304,8192,51.05,5.17,6.04764E+36,1.14725E+36,,Gaussian
B00184,20240305,60374.194587914,60374.190478279,528.3,5,1.4,0.17,60.72,0.92,63.3,6.3,1004,4.7,1035.6,3.1,1067.3,4.2,0.000098304,8192,84.88,10.46,2.2845E+36,3.61976E+35,,CDF
B00185,20240305,60374.194636415,60374.190526781,527.1,4,1.14,0.1,601.31,12.45,139.4,7.8,1002.5,0.9,1072.2,3.9,1141.9,7.8,0.000098304,8192,683.49,61.03,4.05136E+37,4.26901E+36,,CDF
B00186,20240305,60374.194678840,60374.190569207,527.9,4.8,2.38,0.22,24.62,1.12,466,83.3,952.1,42.8,1185.1,9.8,1418.1,42.8,0.000098304,8192,58.58,6.06,1.16073E+37,2.39771E+36,,Gaussian
B00187,20240305,60374.194708341,60374.190598709,530.1,2.9,1.55,0.15,172.54,7.02,263.4,21.1,1236,21.1,1367.7,10.5,1499.4,0.9,0.000098304,8192,268.08,27.31,3.00255E+37,3.89091E+36,,CDF
B00188,20240305,60374.194709246,60374.190599614,528.8,2.8,0.93,0.1,134.77,5.52,242.5,9.6,1216.6,7,1337.8,4.8,1459.1,6.5,0.000098304,8192,124.74,14.48,1.2862E+37,1.57717E+36,,CDF
B00189,20240305,60374.194743915,60374.190634284,529.3,3.8,3.05,0.24,36.55,2.06,598.8,17.4,914.2,9.4,1213.6,3.6,1513,9.4,0.000098304,8192,111.45,10.83,2.83768E+37,2.87736E+36,,Gaussian
B00190,20240305,60374.194800947,60374.190691318,527.3,3.3,1.41,0.16,40.29,1.96,245.2,4.1,1094.8,2.3,1217.4,1.1,1340,2.3,0.000098304,8192,56.99,7.12,5.94149E+36,7.48816E+35,,Gaussian
B00191,20240305,60374.195000053,60374.190890430,527.6,5,0.91,0.1,113.16,2.12,206.7,13.5,1066.2,11.1,1169.6,6.8,1272.9,7.7,0.000098304,8192,102.87,11.71,9.04117E+36,1.18648E+36,,CDF
B00192,20240305,60374.195239428,60374.191129812,527.9,3.7,0.88,0.1,229.54,5.19,120.1,5.2,1001.5,0.9,1061.6,2.6,1121.6,5.2,0.000098304,8192,202.25,23.58,1.03286E+37,1.28453E+36,,CDF
B00193,20240305,60374.195421213,60374.191311602,529.2,2.7,1.15,0.1,93.68,5,242.9,19.3,1229.6,10.4,1351.1,3.8,1472.5,10.4,0.000098304,8192,107.89,11.25,1.1143E+37,1.46112E+36,,Gaussian
B00194,20240305,60374.195523604,60374.191413996,528.6,4.8,1.62,0.18,35.89,1.62,388.7,77.7,1054.2,55,1248.5,55,1442.8,55,0.000098304,8192,58.28,6.91,9.63302E+36,2.23907E+36,,CDF
B00195,20240305,60374.195749639,60374.191640038,530.8,0.7,1.57,0.1,332.09,11.96,394,8.2,1016.6,4.3,1213.6,4.1,1410.6,7,0.000098304,8192,519.97,37.81,8.71117E+37,6.58833E+36,,CDF
B00196,20240305,60374.195797226,60374.191687626,529.3,0.2,0.99,0.1,780.28,38.11,436.2,9,1063.2,9,1281.3,4.5,1499.4,0.8,0.000098304,8192,776.16,85.59,1.4396E+38,1.61509E+37,,CDF
B00197,20240305,60374.195935047,60374.191825451,529.1,0.4,2.79,0.11,187.06,3.69,288.9,12.7,1001.5,0.9,1145.9,6.3,1290.4,12.6,0.000098304,8192,521.6,22.49,6.40745E+37,3.94585E+36,,CDF
B00198,20240305,60374.196135150,60374.192025560,530.8,3.1,0.99,0.13,31.85,1.39,231.5,32.1,1271.3,17.4,1387,6.6,1502.8,17.4,0.000098304,8192,31.55,4.35,3.10607E+36,6.0757E+35,,Gaussian
B00199,20240305,60374.196222431,60374.192112844,528.8,4.7,1.15,0.12,74.82,1.66,162.7,8.7,1001.7,1.1,1083.1,4.3,1164.4,8.6,0.000098304,8192,85.94,9,5.94529E+36,6.99036E+35,,CDF
B00200,20240305,60374.196237200,60374.192127613,527.9,0.1,0.96,0.1,99.39,4.86,175.7,33.5,1253.9,28,1341.7,16.8,1429.6,18.4,0.000098304,8192,95.13,11.31,7.10734E+36,1.59695E+36,,CDF
B00201,20240305,60374.196237400,60374.192127813,528.2,4.4,3.35,0.1,557.33,27.94,345.6,2.8,1152.8,2.5,1325.6,1.4,1498.4,1.2,0.000098304,8192,1866.12,108.64,2.74231E+38,1.61188E+37,,CDF
B00202,20240305,60374.196243594,60374.192134007,528.1,0.1,10.14,0.1,976.04,63.23,499,99.8,1000.5,70.6,1250,70.6,1499.5,70.6,0.000098304,8192,9893.71,648.74,2.09925E+39,4.41838E+38,,Manual
B00203,20240305,60374.196243963,60374.192134376,530,0.1,3.26,0.1,267.96,17.37,390.3,8.4,1108.7,8.4,1303.8,4.2,1498.9,1,0.000098304,8192,872.55,63.16,1.44808E+38,1.09354E+37,,CDF
B00204,20240305,60374.196244108,60374.192134521,529.2,2.4,1.89,0.11,227.92,14.77,165.7,3.6,1371.7,2,1454.5,0.8,1537.3,2,0.000098304,8192,431.67,37.99,3.04144E+37,2.7572E+36,,Gaussian
B00205,20240305,60374.196262668,60374.192153082,530.1,0.6,1.37,0.1,593.79,28.89,341.4,25,1158,25,1328.7,12.5,1499.4,0.9,0.000098304,8192,816.32,70.67,1.18503E+38,1.3437E+37,,CDF
B00206,20240305,60374.196566864,60374.192457287,528.2,3.6,1.96,0.12,75,3.61,298,24.4,1200.9,24.4,1349.9,12.2,1498.9,2,0.000098304,8192,146.77,11.23,1.85979E+37,2.08416E+36,,CDF
B00207,20240305,60374.196786692,60374.192677121,528.8,1.9,0.96,0.1,141.45,3.91,305.1,10.1,1015,9.5,1167.5,5.1,1320.1,3.4,0.000098304,8192,136.46,14.71,1.7703E+37,1.99582E+36,,CDF
B00208,20240305,60374.196829582,60374.192720012,529.5,6.6,0.99,0.1,190.7,7.33,294.3,10.4,1110.2,8,1257.3,5.2,1404.4,6.7,0.000098304,8192,189.01,20.31,2.3653E+37,2.67491E+36,,CDF
B00209,20240305,60374.196829832,60374.192720262,529.5,6.6,6.25,0.12,243.55,13.34,467.6,11.6,1005.5,2.9,1239.3,5.4,1473.1,11.3,0.000098304,8192,1521.14,88.59,3.02446E+38,1.91465E+37,,CDF
B00210,20240305,60374.196830346,60374.192720776,527.3,5.2,2.76,0.25,40.31,1.46,260.8,26.5,1165.1,25.9,1295.5,13.2,1425.9,5.5,0.000098304,8192,111.2,10.78,1.2332E+37,1.7316E+36,,CDF
B00211,20240305,60374.196899036,60374.192789468,528,5.6,0.87,0.11,113.41,5.14,102.8,2.9,1000,1.6,1051.4,0.7,1102.8,1.6,0.000098304,8192,98.15,13.42,4.29029E+36,5.991E+35,,Gaussian
B00212,20240305,60374.196988474,60374.192878909,530.2,2.1,1.52,0.11,79.8,2.81,241.1,13.1,1129.2,11.1,1249.7,6.6,1370.2,7,0.000098304,8192,121.38,9.93,1.24437E+37,1.22185E+36,,CDF
B00213,20240305,60374.197091084,60374.192981522,528.8,4.3,1.43,0.19,44.82,0.65,78.8,12.1,1010,4.5,1049.5,6.1,1088.9,11.2,0.000098304,8192,63.97,8.75,2.14355E+36,4.40805E+35,,CDF
B00214,20240305,60374.197127802,60374.193018241,527.3,0.1,1.5,0.1,154.25,3.65,299.8,8.9,1011.1,3.5,1161.1,4.4,1311,8.2,0.000098304,8192,230.84,16.59,2.94269E+37,2.28814E+36,,CDF
B00215,20240305,60374.197128075,60374.193018514,529.1,3.5,3.52,0.1,712.3,21.89,251.5,2.6,1001.5,0.9,1127.3,1.3,1253,2.5,0.000098304,8192,2506.09,104.61,2.68003E+38,1.15254E+37,,CDF
B00216,20240305,60374.197154112,60374.193044552,526.6,4.6,2.11,0.29,23.3,0.45,205,26.2,1001.1,14.3,1103.6,5.7,1206,14.3,0.000098304,8192,49.23,6.88,4.29131E+36,8.12966E+35,,Gaussian
B00217,20240305,60374.197482161,60374.193372610,528.3,4.8,0.99,0.11,67.54,2.2,360.3,12.5,1006.2,4,1186.4,6.2,1366.5,11.8,0.000098304,8192,67,7.63,1.02651E+37,1.22134E+36,,CDF
B00218,20240305,60374.197559753,60374.193450205,529.7,0.7,1.38,0.1,116.3,5.5,417.1,11.4,1062.6,4.7,1271.1,5.7,1479.7,10.4,0.000098304,8192,160.04,14.1,2.83844E+37,2.6184E+36,,CDF
B00219,20240305,60374.197582963,60374.193473415,528.3,4.3,1.56,0.3,19.68,0.41,173.9,26.4,983.9,14.4,1070.9,5.8,1157.8,14.4,0.000098304,8192,30.6,5.99,2.26297E+36,5.60427E+35,,Gaussian
B00220,20240305,60374.197764041,60374.193654499,530.2,3.9,0.98,0.1,211.97,11.84,131.4,2.5,1321,1.4,1386.7,0.6,1452.4,1.4,0.000098304,8192,207.1,24.33,1.15715E+37,1.37703E+36,,Gaussian
