,scan_name,scan_no,Telescope,Source_Name,Obs_Date_String,MJD_start_time,RA_J2000,RA_J2000_(deg),Dec_J2000,Dec_J2000_(deg),Tracking?,Azimuth_(deg),Zenith_Ang_(deg),Number_of_polns,Sample_time_(us),Central_freq_(MHz),Low_channel_(MHz),High_channel_(MHz),Channel_width_(MHz),Number_of_channels,Total_Bandwidth_(MHz),Beam,Beam_FWHM_(deg),Spectra_per_subint,Spectra_per_file,Time_per_subint_(sec),Time_per_file_(sec),bits_per_sample,bytes_per_spectra,samples_per_spectra,bytes_per_subint,samples_per_subint,zero_offset,Invert_the_band?,bytes_in_file_header,MJD_end_time,complete_filename
95,dwi_FRB20240114A_L1_Band_2025_01_09_14_12_15_96,no0001,dw,FRB20240114A,2025-01-09T13:12:16,60684.55018518519,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-11.20227,49.03218,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60684.557129628374,FRB20240114A_L1_Band_2025_01_09_14_12_15.txt
224,dwi_FRB20240114A_PV_Band_2025_01_09_14_21_48_225,no0001,dw,FRB20240114A,2025-01-09T13:21:49,60684.55681712963,21:27:40.9011,321.920421319528,04:19:48.3001,4.33008337480739,True,-8.043825,48.79044,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.56376157408,FRB20240114A_PV_Band_2025_01_09_14_21_48.txt
96,dwi_FRB20240114A_L1_Band_2025_01_09_14_22_16_97,no0001,dw,FRB20240114A,2025-01-09T13:22:17,60684.5571412037,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,-7.888759,48.78067,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1468626,0.47616,291.3753984,32,1280,320,3072000,768000,0,False,327,60684.56051360415,FRB20240114A_L1_Band_2025_01_09_14_22_16.txt
97,dwi_FRB20240114A_L1_Band_2025_01_09_14_27_20_98,no0001,dw,FRB20240114A,2025-01-09T13:27:21,60684.56065972222,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,-6.204653,48.68654,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60684.56760416541,FRB20240114A_L1_Band_2025_01_09_14_27_20.txt
225,dwi_FRB20240114A_PV_Band_2025_01_09_14_31_49_226,no0001,dw,FRB20240114A,2025-01-09T13:31:50,60684.563773148155,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,-4.710863,48.62198,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.5707175926,FRB20240114A_PV_Band_2025_01_09_14_31_49.txt
98,dwi_FRB20240114A_L1_Band_2025_01_09_14_37_21_99,no0001,dw,FRB20240114A,2025-01-09T13:37:22,60684.56761574074,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,-2.863734,48.56664,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1182815,0.47616,234.670496,32,1280,320,3072000,768000,0,False,327,60684.570331834446,FRB20240114A_L1_Band_2025_01_09_14_37_21.txt
226,dwi_FRB20240114A_PV_Band_2025_01_09_14_41_50_227,no0001,dw,FRB20240114A,2025-01-09T13:41:51,60684.57072916667,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,-1.365471,48.5416,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.577673611115,FRB20240114A_PV_Band_2025_01_09_14_41_50.txt
99,dwi_FRB20240114A_L1_Band_2025_01_09_14_42_32_100,no0001,dw,FRB20240114A,2025-01-09T13:42:33,60684.57121527778,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-1.131496,48.53925,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60684.578159720964,FRB20240114A_L1_Band_2025_01_09_14_42_32.txt
227,dwi_FRB20240114A_PV_Band_2025_01_09_14_51_51_228,no0001,dw,FRB20240114A,2025-01-09T13:51:52,60684.577685185184,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,1.983214,48.54975,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.58462962963,FRB20240114A_PV_Band_2025_01_09_14_51_51.txt
100,dwi_FRB20240114A_L1_Band_2025_01_09_14_52_33_101,no0001,dw,FRB20240114A,2025-01-09T13:52:34,60684.57817129629,21:27:40.9011,321.920421319528,04:19:48.3001,4.33008337480739,True,2.217141,48.5536,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60684.58511573948,FRB20240114A_L1_Band_2025_01_09_14_52_33.txt
228,dwi_FRB20240114A_PV_Band_2025_01_09_15_01_52_229,no0001,dw,FRB20240114A,2025-01-09T14:01:53,60684.584641203706,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,5.326871,48.64642,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.59158564815,FRB20240114A_PV_Band_2025_01_09_15_01_52.txt
101,dwi_FRB20240114A_L1_Band_2025_01_09_15_02_34_102,no0001,dw,FRB20240114A,2025-01-09T14:02:35,60684.585127314815,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,5.560279,48.65648,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60684.592071758,FRB20240114A_L1_Band_2025_01_09_15_02_34.txt
229,dwi_FRB20240114A_PV_Band_2025_01_09_15_11_53_230,no0001,dw,FRB20240114A,2025-01-09T14:11:54,60684.59159722223,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,8.65665,48.83109,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.59854166667,FRB20240114A_PV_Band_2025_01_09_15_11_53.txt
102,dwi_FRB20240114A_L1_Band_2025_01_09_15_12_35_103,no0001,dw,FRB20240114A,2025-01-09T14:12:36,60684.59208333334,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,8.888699,48.84729,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60684.59902777652,FRB20240114A_L1_Band_2025_01_09_15_12_35.txt
230,dwi_FRB20240114A_PV_Band_2025_01_09_15_21_54_231,no0001,dw,FRB20240114A,2025-01-09T14:21:55,60684.59855324074,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,11.96448,49.10256,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.60549768519,FRB20240114A_PV_Band_2025_01_09_15_21_54.txt
103,dwi_FRB20240114A_L1_Band_2025_01_09_15_25_25_104,no0001,dw,FRB20240114A,2025-01-09T14:25:27,60684.601006944446,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,13.12437,49.21882,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,317704,0.47616,63.0324736,32,1280,320,3072000,768000,0,False,327,60684.60173648696,FRB20240114A_L1_Band_2025_01_09_15_25_25.txt
104,dwi_FRB20240114A_L1_Band_2025_01_09_15_26_43_105,no0001,dw,FRB20240114A,2025-01-09T14:26:56,60684.60203703704,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,13.54278,49.26343,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60684.608981480225,FRB20240114A_L1_Band_2025_01_09_15_26_43.txt
231,dwi_FRB20240114A_PV_Band_2025_01_09_15_31_55_232,no0001,dw,FRB20240114A,2025-01-09T14:31:56,60684.60550925926,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,15.24183,49.45933,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60684.6124537037,FRB20240114A_PV_Band_2025_01_09_15_31_55.txt
105,dwi_FRB20240114A_L1_Band_2025_01_09_15_36_56_106,no0001,dw,FRB20240114A,2025-01-09T14:36:57,60684.60899305556,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,16.86965,49.6694,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60684.61593749875,FRB20240114A_L1_Band_2025_01_09_15_36_56.txt
232,dwi_FRB20240114A_PV_Band_2025_01_09_15_41_56_233,no0001,dw,FRB20240114A,2025-01-09T14:41:57,60684.61246527778,21:27:40.9011,321.920421319528,04:19:47.9006,4.32997238423337,True,18.48199,49.8993,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,2863296,0.4608,549.752832,32,640,160,1536000,384000,0,False,327,60684.61882815778,FRB20240114A_PV_Band_2025_01_09_15_41_56.txt
106,dwi_FRB20240114A_L1_Band_2025_01_09_15_46_57_107,no0001,dw,FRB20240114A,2025-01-09T14:46:58,60684.615949074076,21:27:40.9011,321.920421319528,04:19:47.9006,4.32997238423337,True,20.08905,50.15022,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1193118,0.47616,236.7146112,32,1280,320,3072000,768000,0,False,327,60684.61868882652,FRB20240114A_L1_Band_2025_01_09_15_46_57.txt
233,dwi_FRB20240114A_PV_Band_2025_01_10_10_51_41_234,no0001,dw,FRB20240114A,2025-01-10T09:51:48,60685.41097222222,21:27:40.8028,321.920011508177,04:19:48.4999,4.33013887009439,True,-65.86976,67.58358,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.417916666665,FRB20240114A_PV_Band_2025_01_10_10_51_41.txt
107,dwi_FRB20240114A_L1_Band_2025_01_10_10_51_41_108,no0001,dw,FRB20240114A,2025-01-10T09:52:04,60685.411157407405,21:27:40.9011,321.920421319528,04:19:48.9994,4.33027760831191,True,-65.80984,67.54675,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.41810185059,FRB20240114A_L1_Band_2025_01_10_10_51_41.txt
234,dwi_FRB20240114A_PV_Band_2025_01_10_11_01_48_235,no0001,dw,FRB20240114A,2025-01-10T10:01:49,60685.41792824074,21:27:40.9011,321.920421319528,04:19:48.8995,4.33024986066841,True,-63.59121,66.21357,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.42487268519,FRB20240114A_PV_Band_2025_01_10_11_01_48.txt
108,dwi_FRB20240114A_L1_Band_2025_01_10_11_02_04_109,no0001,dw,FRB20240114A,2025-01-10T10:02:05,60685.41811342593,21:27:40.8028,321.920011508177,04:19:48.4999,4.33013887009439,True,-63.52975,66.17753,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,350362,0.47616,69.5118208,32,1280,320,3072000,768000,0,False,327,60685.41891796089,FRB20240114A_L1_Band_2025_01_10_11_02_04.txt
109,dwi_FRB20240114A_L1_Band_2025_01_10_11_04_07_110,no0001,dw,FRB20240114A,2025-01-10T10:04:08,60685.419537037036,21:27:40.9011,321.920421319528,04:19:48.9994,4.33027760831191,True,-63.058,65.90051,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.42648148022,FRB20240114A_L1_Band_2025_01_10_11_04_07.txt
235,dwi_FRB20240114A_PV_Band_2025_01_10_11_11_49_236,no0001,dw,FRB20240114A,2025-01-10T10:11:50,60685.424884259264,21:27:40.8028,321.920011508177,04:19:48.4999,4.33013887009439,True,-61.26896,64.87045,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.43182870371,FRB20240114A_PV_Band_2025_01_10_11_11_49.txt
110,dwi_FRB20240114A_L1_Band_2025_01_10_11_14_08_111,no0001,dw,FRB20240114A,2025-01-10T10:14:09,60685.42649305555,21:27:40.9011,321.920421319528,04:19:48.9994,4.33027760831191,True,-60.72565,64.56396,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,2324038,0.47616,461.0891392,32,1280,320,3072000,768000,0,False,327,60685.431829735404,FRB20240114A_L1_Band_2025_01_10_11_14_08.txt
236,dwi_FRB20240114A_PV_Band_2025_01_10_11_21_50_237,no0001,dw,FRB20240114A,2025-01-10T10:21:51,60685.43184027778,21:27:40.9011,321.920421319528,04:19:48.8995,4.33024986066841,True,-58.90025,63.55691,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.438784722224,FRB20240114A_PV_Band_2025_01_10_11_21_50.txt
111,dwi_FRB20240114A_L1_Band_2025_01_10_11_22_16_112,no0001,dw,FRB20240114A,2025-01-10T10:22:17,60685.4321412037,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,-58.79672,63.50083,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.43908564689,FRB20240114A_L1_Band_2025_01_10_11_22_16.txt
237,dwi_FRB20240114A_PV_Band_2025_01_10_11_31_51_238,no0001,dw,FRB20240114A,2025-01-10T10:31:52,60685.438796296294,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,-56.48208,62.27596,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.44574074074,FRB20240114A_PV_Band_2025_01_10_11_31_51.txt
112,dwi_FRB20240114A_L1_Band_2025_01_10_11_32_17_113,no0001,dw,FRB20240114A,2025-01-10T10:32:18,60685.43909722222,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-56.37643,62.22135,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.446041665404,FRB20240114A_L1_Band_2025_01_10_11_32_17.txt
238,dwi_FRB20240114A_PV_Band_2025_01_10_11_41_52_239,no0001,dw,FRB20240114A,2025-01-10T10:41:53,60685.445752314816,21:27:40.8028,321.920011508177,04:19:47.9006,4.32997238423337,True,-54.0118,61.03058,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.45269675926,FRB20240114A_PV_Band_2025_01_10_11_41_52.txt
113,dwi_FRB20240114A_L1_Band_2025_01_10_11_42_18_114,no0001,dw,FRB20240114A,2025-01-10T10:42:19,60685.44605324074,21:27:40.8028,321.920011508177,04:19:48.4999,4.33013887009439,True,-53.90403,60.97748,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.452997683926,FRB20240114A_L1_Band_2025_01_10_11_42_18.txt
239,dwi_FRB20240114A_PV_Band_2025_01_10_11_51_53_240,no0001,dw,FRB20240114A,2025-01-10T10:51:54,60685.45270833334,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,-51.48679,59.82381,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.45965277778,FRB20240114A_PV_Band_2025_01_10_11_51_53.txt
114,dwi_FRB20240114A_L1_Band_2025_01_10_11_52_19_115,no0001,dw,FRB20240114A,2025-01-10T10:52:20,60685.45300925926,21:27:40.9011,321.920421319528,04:19:48.7996,4.3302221130249,True,-51.37666,59.77253,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.45995370245,FRB20240114A_L1_Band_2025_01_10_11_52_19.txt
240,dwi_FRB20240114A_PV_Band_2025_01_10_12_01_54_241,no0001,dw,FRB20240114A,2025-01-10T11:01:55,60685.45966435186,21:27:40.8028,321.920011508177,04:19:48.0005,4.33000013187687,True,-48.90442,58.65916,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.466608796305,FRB20240114A_PV_Band_2025_01_10_12_01_54.txt
115,dwi_FRB20240114A_L1_Band_2025_01_10_12_02_20_116,no0001,dw,FRB20240114A,2025-01-10T11:02:21,60685.459965277776,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,-48.79145,58.60977,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.46690972096,FRB20240114A_L1_Band_2025_01_10_12_02_20.txt
241,dwi_FRB20240114A_PV_Band_2025_01_10_12_11_55_242,no0001,dw,FRB20240114A,2025-01-10T11:11:56,60685.466620370375,21:27:40.9011,321.920421319528,04:19:48.6997,4.3301943653814,True,-46.26329,57.53984,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.47356481482,FRB20240114A_PV_Band_2025_01_10_12_11_55.txt
116,dwi_FRB20240114A_L1_Band_2025_01_10_12_12_21_117,no0001,dw,FRB20240114A,2025-01-10T11:12:22,60685.4669212963,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-46.14727,57.49248,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.473865739485,FRB20240114A_L1_Band_2025_01_10_12_12_21.txt
242,dwi_FRB20240114A_PV_Band_2025_01_10_12_21_56_243,no0001,dw,FRB20240114A,2025-01-10T11:21:57,60685.47357638889,21:27:40.9011,321.920421319528,04:19:48.4999,4.33013887009439,True,-43.5605,56.46928,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.480520833335,FRB20240114A_PV_Band_2025_01_10_12_21_56.txt
117,dwi_FRB20240114A_L1_Band_2025_01_10_12_22_22_118,no0001,dw,FRB20240114A,2025-01-10T11:22:23,60685.47387731481,21:27:40.9011,321.920421319528,04:19:48.7996,4.3302221130249,True,-43.44234,56.4241,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.480821758,FRB20240114A_L1_Band_2025_01_10_12_22_22.txt
243,dwi_FRB20240114A_PV_Band_2025_01_10_12_31_57_244,no0001,dw,FRB20240114A,2025-01-10T11:31:58,60685.48053240741,21:27:40.8028,321.920011508177,04:19:48.4000,4.33011112245089,True,-40.79548,55.4511,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.48747685186,FRB20240114A_PV_Band_2025_01_10_12_31_57.txt
118,dwi_FRB20240114A_L1_Band_2025_01_10_12_32_23_119,no0001,dw,FRB20240114A,2025-01-10T11:32:24,60685.480833333335,21:27:40.9011,321.920421319528,04:19:48.4000,4.33011112245089,True,-40.67475,55.40835,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.48777777652,FRB20240114A_L1_Band_2025_01_10_12_32_23.txt
244,dwi_FRB20240114A_PV_Band_2025_01_10_12_41_58_245,no0001,dw,FRB20240114A,2025-01-10T11:41:59,60685.48748842593,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,-37.96784,54.48899,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.49443287038,FRB20240114A_PV_Band_2025_01_10_12_41_58.txt
119,dwi_FRB20240114A_L1_Band_2025_01_10_12_42_24_120,no0001,dw,FRB20240114A,2025-01-10T11:42:25,60685.48778935186,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,-37.84415,54.4487,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,370111,0.47616,73.4300224,32,1280,320,3072000,768000,0,False,327,60685.48863923638,FRB20240114A_L1_Band_2025_01_10_12_42_24.txt
120,dwi_FRB20240114A_L1_Band_2025_01_10_12_44_44_121,no0001,dw,FRB20240114A,2025-01-10T11:44:45,60685.48940972222,21:27:40.9011,321.920421319528,04:19:48.3001,4.33008337480739,True,-37.1758,54.2336,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,379455,0.47616,75.283872,32,1280,320,3072000,768000,0,False,327,60685.49028106333,FRB20240114A_L1_Band_2025_01_10_12_44_44.txt
121,dwi_FRB20240114A_L1_Band_2025_01_10_12_46_24_122,no0001,dw,FRB20240114A,2025-01-10T11:46:25,60685.49056712963,21:27:40.8028,321.920011508177,04:19:48.4999,4.33013887009439,True,-36.69632,54.08198,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.497511572816,FRB20240114A_L1_Band_2025_01_10_12_46_24.txt
245,dwi_FRB20240114A_PV_Band_2025_01_10_12_51_59_246,no0001,dw,FRB20240114A,2025-01-10T11:52:03.21306e-07,60685.49444444445,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,-35.07738,53.5864,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.50138888889,FRB20240114A_PV_Band_2025_01_10_12_51_59.txt
122,dwi_FRB20240114A_L1_Band_2025_01_10_12_56_37_123,no0001,dw,FRB20240114A,2025-01-10T11:56:38,60685.497662037036,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-33.71908,53.19013,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.50460648022,FRB20240114A_L1_Band_2025_01_10_12_56_37.txt
246,dwi_FRB20240114A_PV_Band_2025_01_10_13_02_00_247,no0001,dw,FRB20240114A,2025-01-10T12:02:01,60685.50140046296,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,-32.12429,52.74718,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.50834490741,FRB20240114A_PV_Band_2025_01_10_13_02_00.txt
123,dwi_FRB20240114A_L1_Band_2025_01_10_13_06_38_124,no0001,dw,FRB20240114A,2025-01-10T12:06:39,60685.50461805555,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-30.73799,52.38138,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1129475,0.47616,224.08784,32,1280,320,3072000,768000,0,False,327,60685.50721166481,FRB20240114A_L1_Band_2025_01_10_13_06_38.txt
124,dwi_FRB20240114A_L1_Band_2025_01_10_13_10_40_125,no0001,dw,FRB20240114A,2025-01-10T12:10:41,60685.50741898148,21:27:40.8028,321.920011508177,04:19:48.1004,4.33002787952038,True,-29.52031,52.07482,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.51436342466,FRB20240114A_L1_Band_2025_01_10_13_10_40.txt
247,dwi_FRB20240114A_PV_Band_2025_01_10_13_12_01_248,no0001,dw,FRB20240114A,2025-01-10T12:12:02,60685.508356481485,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-29.1107,51.97477,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.51530092593,FRB20240114A_PV_Band_2025_01_10_13_12_01.txt
125,dwi_FRB20240114A_L1_Band_2025_01_10_13_20_41_126,no0001,dw,FRB20240114A,2025-01-10T12:20:42,60685.514375,21:27:40.9011,321.920421319528,04:19:48.2003,4.33005562716388,True,-26.45619,51.36308,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,1194931,0.47616,237.0743104,32,1280,320,3072000,768000,0,False,327,60685.51711891563,FRB20240114A_L1_Band_2025_01_10_13_20_41.txt
248,dwi_FRB20240114A_PV_Band_2025_01_10_13_22_02_249,no0001,dw,FRB20240114A,2025-01-10T12:22:03,60685.51531250001,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,-26.03865,51.27271,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.52225694445,FRB20240114A_PV_Band_2025_01_10_13_22_02.txt
126,dwi_FRB20240114A_L1_Band_2025_01_10_13_24_51_127,no0001,dw,FRB20240114A,2025-01-10T12:24:52,60685.51726851852,21:27:40.8028,321.920011508177,04:19:48.2003,4.33005562716388,True,-25.16488,51.08839,2_(summed),198.4,1250.15625,1200.3125,1400,0.3125,320,100,1_of_1,0.165,2400,3024193,0.47616,599.9998912,32,1280,320,3072000,768000,0,False,327,60685.5242129617,FRB20240114A_L1_Band_2025_01_10_13_24_51.txt
249,dwi_FRB20240114A_PV_Band_2025_01_10_13_32_03_250,no0001,dw,FRB20240114A,2025-01-10T12:32:04,60685.52226851852,21:27:40.8028,321.920011508177,04:19:48.3001,4.33008337480739,True,-22.91155,50.64428,2_(summed),192.0,410.0625,400.125,1400,0.125,160,20,1_of_1,0.503,2400,3125000,0.4608,600.0,32,640,160,1536000,384000,0,False,327,60685.52921296297,FRB20240114A_PV_Band_2025_01_10_13_32_03.txt
